,Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
12882,16338,Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,405000
12883,16339,Mahindra XUV500,Mahindra,XUV500,6,120000,Individual,Diesel,Manual,16.0,2179,140.0,7,945000
12884,16340,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
12885,16341,Mahindra Thar,Mahindra,Thar,4,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,700000
12886,16342,Volkswagen Polo,Volkswagen,Polo,2,20000,Individual,Petrol,Manual,18.78,999,75.0,5,550000
12887,16344,Hyundai i20,Hyundai,i20,12,50000,Individual,Petrol,Manual,17.0,1197,80.0,5,280000
12888,16345,Maruti Swift,Maruti,Swift,11,91000,Dealer,Petrol,Manual,22.0,1197,81.8,5,265000
12889,16346,Skoda Rapid,Skoda,Rapid,7,52135,Dealer,Diesel,Manual,20.5,1598,103.5,5,610000
12890,16348,Honda Amaze,Honda,Amaze,6,48000,Dealer,Diesel,Manual,25.8,1498,98.6,5,450000
12891,16349,Ford Figo,Ford,Figo,8,87000,Dealer,Diesel,Manual,20.0,1399,68.0,5,415000
12892,16350,Tata Safari,Tata,Safari,9,77450,Dealer,Diesel,Manual,13.93,2179,138.03,7,349000
12893,16351,Ford Ecosport,Ford,Ecosport,8,88000,Dealer,Diesel,Manual,22.7,1498,89.84,5,460000
12894,16352,Honda Jazz,Honda,Jazz,5,46774,Dealer,Petrol,Manual,18.7,1199,88.7,5,600000
12895,16353,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,45000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,740000
12896,16354,Mahindra XUV500,Mahindra,XUV500,6,50000,Individual,Diesel,Manual,15.1,2179,140.0,7,800000
12897,16356,Maruti Ciaz,Maruti,Ciaz,3,50000,Individual,Diesel,Manual,28.09,1248,88.5,5,702000
12898,16357,Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,275000
12899,16359,Maruti Alto,Maruti,Alto,8,52000,Dealer,Petrol,Manual,22.74,796,47.3,5,236000
12900,16360,Skoda Rapid,Skoda,Rapid,6,33000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,575000
12901,16361,Mahindra Scorpio,Mahindra,Scorpio,7,213000,Individual,Diesel,Manual,14.0,2523,75.0,8,450000
12902,16362,Maruti Swift,Maruti,Swift,3,40000,Dealer,Diesel,Manual,25.2,1248,74.0,5,725000
12903,16363,Hyundai i10,Hyundai,i10,13,57000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
12904,16364,BMW 6,BMW,6,2,9651,Dealer,Diesel,Automatic,17.09,2993,261.4,4,6475000
12905,16365,Renault Duster,Renault,Duster,7,57000,Dealer,Diesel,Manual,20.46,1461,83.8,5,740000
12906,16367,Volkswagen Polo,Volkswagen,Polo,9,58700,Dealer,Petrol,Manual,16.47,1198,73.9,5,299000
12907,16368,Maruti Alto,Maruti,Alto,6,30000,Individual,Petrol,Manual,22.74,796,47.3,5,230000
12908,16371,Ford Figo,Ford,Figo,10,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,200000
12909,16372,Volkswagen Polo,Volkswagen,Polo,11,50000,Dealer,Petrol,Manual,16.47,1198,73.9,5,395000
12910,16373,Skoda Octavia,Skoda,Octavia,6,81000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,1275000
12911,16374,Maruti Swift,Maruti,Swift,3,41000,Individual,Petrol,Manual,22.0,1197,81.8,5,574000
12912,16375,Hyundai Verna,Hyundai,Verna,7,43000,Dealer,Petrol,Automatic,17.1,1591,121.4,5,690000
12913,16376,Maruti Ciaz,Maruti,Ciaz,4,38629,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000
12914,16377,Mahindra Scorpio,Mahindra,Scorpio,9,85000,Dealer,Diesel,Manual,12.05,2179,120.0,7,599000
12915,16378,BMW 7,BMW,7,11,71000,Dealer,Diesel,Automatic,16.46,2993,258.0,5,1950000
12916,16380,MG Hector,MG,Hector,2,35803,Dealer,Diesel,Manual,17.41,1956,167.68,5,2075000
12917,16381,Hyundai Grand,Hyundai,Grand,4,47961,Dealer,Petrol,Manual,18.9,1197,81.86,5,550000
12918,16382,Maruti Ciaz,Maruti,Ciaz,3,11113,Dealer,Petrol,Manual,20.65,1462,103.25,5,1015000
12919,16383,Datsun RediGO,Datsun,RediGO,4,80000,Individual,Petrol,Manual,22.7,799,53.64,5,259000
12920,16384,Honda City,Honda,City,6,42000,Individual,Petrol,Manual,17.4,1497,117.3,5,550000
12921,16386,Hyundai Grand,Hyundai,Grand,6,69000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,485000
12922,16388,Maruti Wagon R,Maruti,Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
12923,16389,Ford Ecosport,Ford,Ecosport,5,33000,Dealer,Petrol,Manual,15.85,1499,110.4,5,550000
12924,16390,Honda City,Honda,City,6,15000,Individual,Petrol,Manual,17.4,1497,117.3,5,875000
12925,16391,Mahindra XUV500,Mahindra,XUV500,5,72000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1245000
12926,16393,Maruti Swift,Maruti,Swift,2,30000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,875000
12927,16395,Maruti Swift,Maruti,Swift,4,75000,Individual,Petrol,Manual,20.4,1197,83.11,5,475000
12928,16396,Maruti Vitara,Maruti,Vitara,3,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,711000
12929,16397,Honda City,Honda,City,4,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1050000
12930,16398,Ford Figo,Ford,Figo,4,40000,Individual,Petrol,Manual,18.12,1196,86.8,5,500000
12931,16399,Maruti Swift,Maruti,Swift,3,59311,Dealer,Diesel,Manual,28.4,1248,74.0,5,800000
12932,16400,Hyundai i20,Hyundai,i20,9,77000,Individual,Diesel,Manual,23.0,1396,90.0,5,359000
12933,16402,Maruti Alto,Maruti,Alto,7,53000,Dealer,Petrol,Manual,23.95,998,67.05,5,290000
12934,16403,Maruti Swift,Maruti,Swift,13,80000,Individual,Petrol,Manual,16.1,1298,88.2,5,220000
12935,16404,Maruti Ertiga,Maruti,Ertiga,3,56000,Dealer,CNG,Manual,26.08,1462,91.19,7,900000
12936,16407,Hyundai i20,Hyundai,i20,3,30000,Dealer,Petrol,Manual,18.6,1197,81.86,5,850000
12937,16409,Datsun RediGO,Datsun,RediGO,4,28100,Dealer,Petrol,Manual,22.7,799,53.64,5,270000
12938,16411,Hyundai Verna,Hyundai,Verna,4,56100,Dealer,Diesel,Manual,24.0,1396,88.76,5,750000
12939,16412,Hyundai Creta,Hyundai,Creta,2,40000,Individual,Diesel,Manual,22.1,1396,88.7,5,1100000
12940,16414,Maruti XL6,Maruti,XL6,2,20000,Individual,Petrol,Manual,19.01,1462,103.2,6,1000000
12941,16415,Toyota Innova,Toyota,Innova,7,44000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1550000
12942,16416,BMW X3,BMW,X3,7,65000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,2025000
12943,16419,Maruti Alto,Maruti,Alto,13,60000,Individual,Petrol,Manual,19.7,796,46.3,5,91000
12944,16420,Mahindra Marazzo,Mahindra,Marazzo,2,50000,Individual,Diesel,Manual,17.3,1497,121.0,8,1450000
12945,16422,Volkswagen Polo,Volkswagen,Polo,7,40000,Dealer,Petrol,Manual,16.47,1198,74.0,5,575000
12946,16424,Hyundai Verna,Hyundai,Verna,4,20000,Dealer,Petrol,Manual,17.01,1591,121.3,5,875000
12947,16426,Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,700000
12948,16427,Hyundai i10,Hyundai,i10,9,75750,Dealer,Petrol,Manual,20.36,1197,78.9,5,325000
12949,16428,Toyota Fortuner,Toyota,Fortuner,2,33000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3300000
12950,16429,Hyundai Grand,Hyundai,Grand,5,29000,Dealer,Petrol,Manual,18.9,1197,82.0,5,525000
12951,16431,Renault Duster,Renault,Duster,4,60000,Individual,Diesel,Manual,19.87,1461,83.8,5,850000
12952,16433,Maruti Swift Dzire,Maruti,Swift Dzire,10,80930,Dealer,Petrol,Manual,17.5,1197,85.8,5,400000
12953,16434,Mahindra Scorpio,Mahindra,Scorpio,4,68000,Dealer,Diesel,Manual,15.4,1997,120.0,7,985000
12954,16435,Maruti Ertiga,Maruti,Ertiga,5,110000,Individual,Diesel,Manual,24.52,1248,88.5,7,850000
12955,16436,Land Rover Rover,Land Rover,Rover,2,4000,Dealer,Diesel,Automatic,12.83,2179,147.5,7,4750000
12956,16439,Maruti Eeco,Maruti,Eeco,11,22000,Individual,Petrol,Manual,15.37,1196,73.0,5,130000
12957,16440,Renault KWID,Renault,KWID,2,8500,Individual,Petrol,Manual,23.01,999,67.0,5,440000
12958,16443,Honda Amaze,Honda,Amaze,3,20833,Dealer,Petrol,Manual,18.6,1199,88.76,5,825000
12959,16445,Hyundai Verna,Hyundai,Verna,6,71000,Dealer,Petrol,Manual,17.1,1591,121.3,5,635000
12960,16446,BMW 5,BMW,5,6,25000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2499000
12961,16447,Maruti Celerio,Maruti,Celerio,4,49600,Individual,Petrol,Manual,23.1,998,67.04,5,390000
12962,16448,Honda Amaze,Honda,Amaze,7,81747,Dealer,Petrol,Manual,18.6,1199,88.76,5,400000
12963,16449,Maruti Alto,Maruti,Alto,6,32900,Individual,Petrol,Manual,23.95,998,67.1,5,350000
12964,16450,Maruti Ertiga,Maruti,Ertiga,2,34000,Dealer,CNG,Manual,26.8,1462,103.0,7,925000
12965,16453,BMW X1,BMW,X1,6,45000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1300000
12966,16454,Hyundai i10,Hyundai,i10,7,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,385000
12967,16455,Ford Figo,Ford,Figo,11,63500,Individual,Petrol,Manual,15.6,1196,70.0,5,240000
12968,16456,Hyundai i10,Hyundai,i10,8,72000,Dealer,Petrol,Manual,19.81,1086,68.05,5,265000
12969,16461,Hyundai i20,Hyundai,i20,9,43000,Dealer,Diesel,Manual,22.54,1396,88.76,5,400000
12970,16462,BMW 3,BMW,3,7,41000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1650000
12971,16465,Hyundai Verna,Hyundai,Verna,10,46000,Dealer,Petrol,Manual,17.01,1591,121.3,5,495000
12972,16466,Maruti Wagon R,Maruti,Wagon R,8,40000,Dealer,Petrol,Manual,20.51,998,67.04,5,385000
12973,16467,Hyundai i20,Hyundai,i20,2,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,795000
12974,16468,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,12,56000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,649000
12975,16469,Hyundai Creta,Hyundai,Creta,5,70000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1150000
12976,16470,Maruti Swift Dzire,Maruti,Swift Dzire,7,89504,Dealer,Diesel,Manual,23.4,1248,74.0,5,595000
12977,16473,Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,23.95,998,67.05,5,360000
12978,16474,Volkswagen Vento,Volkswagen,Vento,9,57500,Dealer,Petrol,Automatic,14.4,1598,103.6,5,350000
12979,16475,Volkswagen Polo,Volkswagen,Polo,5,63000,Dealer,Diesel,Manual,20.14,1498,88.0,5,655000
12980,16477,Honda City,Honda,City,2,9000,Individual,Diesel,Manual,25.6,1498,97.9,5,1300000
12981,16479,Honda CR-V,Honda,CR-V,7,59000,Dealer,Petrol,Manual,13.7,1997,153.86,5,1525000
12982,16480,Toyota Fortuner,Toyota,Fortuner,10,91000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1175000
12983,16481,Maruti Alto,Maruti,Alto,5,68000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000
12984,16482,Hyundai Creta,Hyundai,Creta,4,20000,Individual,Petrol,Manual,13.0,1591,121.3,5,1035000
12985,16485,Hyundai i20,Hyundai,i20,8,70000,Individual,Petrol,Manual,18.5,1197,82.9,5,330000
12986,16486,Maruti Swift,Maruti,Swift,3,45000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,645000
12987,16487,Maruti Eeco,Maruti,Eeco,8,72000,Dealer,CNG,Manual,20.88,1196,61.7,5,325000
12988,16488,Maruti Vitara,Maruti,Vitara,3,25000,Individual,Diesel,Manual,24.3,1248,88.5,5,985000
12989,16489,Renault Duster,Renault,Duster,5,50000,Individual,Diesel,Automatic,19.6,1461,108.45,5,1050000
12990,16490,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,75900,Dealer,Diesel,Automatic,14.84,2143,170.0,5,850000
12991,16491,Renault Duster,Renault,Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,497000
12992,16492,Hyundai i20,Hyundai,i20,4,68678,Dealer,Diesel,Manual,21.19,1396,88.76,5,751000
12993,16493,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,33000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,2450000
12994,16494,Hyundai i10,Hyundai,i10,5,25166,Dealer,Petrol,Manual,19.81,1086,68.05,5,375000
12995,16495,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,50000,Dealer,Petrol,Manual,12.3,1796,185.0,5,1349000
12996,16497,Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
12997,16498,Bentley Continental,Bentley,Continental,10,30000,Dealer,Petrol,Automatic,8.6,5998,552.0,4,8100000
12998,16500,Renault Duster,Renault,Duster,8,61000,Individual,Diesel,Manual,20.46,1461,83.8,5,675000
12999,16501,Maruti Ciaz,Maruti,Ciaz,6,50000,Individual,Petrol,Manual,20.73,1373,91.1,5,700000
13000,16503,Honda City,Honda,City,12,80661,Dealer,Petrol,Manual,17.0,1497,118.0,5,390000
13001,16504,Mahindra KUV,Mahindra,KUV,5,70000,Individual,Petrol,Manual,18.15,1198,82.0,6,275000
13002,16505,Toyota Innova,Toyota,Innova,8,160000,Dealer,Diesel,Manual,12.99,2494,100.0,8,1175000
13003,16507,Honda City,Honda,City,6,51000,Dealer,Petrol,Manual,17.8,1497,117.3,5,525000
13004,16508,Hyundai Grand,Hyundai,Grand,3,35000,Individual,Petrol,Automatic,18.9,1197,81.86,5,550000
13005,16509,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,55000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1299000
13006,16510,Maruti Swift,Maruti,Swift,11,27284,Dealer,Petrol,Manual,16.1,1197,85.0,5,291000
13007,16512,Maruti Ertiga,Maruti,Ertiga,2,9001,Dealer,Petrol,Automatic,18.69,1462,103.0,7,1059000
13008,16513,Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,120000
13009,16514,Mahindra Scorpio,Mahindra,Scorpio,14,74000,Dealer,Diesel,Manual,13.5,2179,115.0,5,275000
13010,16515,Audi A6,Audi,A6,9,90000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1250000
13011,16517,Toyota Innova,Toyota,Innova,5,70000,Dealer,Diesel,Manual,12.99,2494,100.6,7,945000
13012,16518,Hyundai i20,Hyundai,i20,4,110000,Individual,Diesel,Manual,22.54,1396,88.73,5,800000
13013,16520,Maruti Vitara,Maruti,Vitara,3,20180,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000
13014,16521,Maruti Swift,Maruti,Swift,9,79000,Dealer,Diesel,Manual,17.8,1248,75.0,5,369000
13015,16522,Maruti Swift Dzire,Maruti,Swift Dzire,10,170000,Individual,Diesel,Manual,19.3,1248,73.9,5,270000
13016,16523,Tata Safari,Tata,Safari,6,50000,Individual,Diesel,Manual,14.0,2179,138.1,7,625000
13017,16525,Hyundai Creta,Hyundai,Creta,2,65972,Individual,Diesel,Manual,20.5,1582,126.2,5,1360000
13018,16527,Maruti Vitara,Maruti,Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,751000
13019,16528,Renault KWID,Renault,KWID,5,26957,Dealer,Petrol,Manual,25.17,799,53.3,5,365000
13020,16530,Honda City,Honda,City,13,91000,Dealer,Petrol,Manual,16.0,1493,106.0,5,235000
13021,16531,Maruti Baleno,Maruti,Baleno,2,10000,Individual,Petrol,Manual,21.01,1197,81.8,5,550000
13022,16533,Maruti Swift,Maruti,Swift,7,25000,Individual,Diesel,Manual,25.2,1248,74.0,5,405000
13023,16534,Hyundai Grand,Hyundai,Grand,5,20000,Dealer,Petrol,Manual,18.9,1197,82.0,5,500000
13024,16536,Hyundai i20,Hyundai,i20,8,50000,Individual,Petrol,Manual,18.5,1197,82.85,5,425000
13025,16537,Honda Amaze,Honda,Amaze,5,40000,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000
13026,16538,Maruti Alto,Maruti,Alto,13,110000,Individual,Petrol,Manual,19.7,796,46.3,5,120000
13027,16539,Honda WR-V,Honda,WR-V,4,62736,Dealer,Diesel,Manual,25.5,1498,98.6,5,785000
13028,16540,Hyundai i20,Hyundai,i20,7,48100,Dealer,Petrol,Manual,18.6,1197,81.83,5,495000
13029,16541,Maruti Vitara,Maruti,Vitara,2,15000,Individual,Diesel,Automatic,24.3,1248,88.5,5,942000
13030,16543,Maruti Ertiga,Maruti,Ertiga,8,55000,Dealer,Diesel,Manual,24.2,1498,93.87,7,550000
13031,16544,Hyundai i20,Hyundai,i20,7,49000,Dealer,Petrol,Manual,17.0,1197,80.0,5,552000
13032,16545,Tata Hexa,Tata,Hexa,3,10000,Individual,Diesel,Manual,17.6,2179,147.94,7,1100000
13033,16546,Maruti Swift Dzire,Maruti,Swift Dzire,13,115000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
13034,16547,Hyundai i10,Hyundai,i10,8,45000,Individual,Petrol,Manual,20.36,1197,78.9,5,280000
13035,16548,Maruti Alto,Maruti,Alto,11,425785,Dealer,Petrol,Manual,23.95,998,67.05,5,195000
13036,16549,Maruti Swift,Maruti,Swift,2,7000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000
13037,16550,Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
13038,16552,Maruti Swift,Maruti,Swift,8,51200,Dealer,Petrol,Manual,16.1,1197,85.0,5,470000
13039,16553,Renault Duster,Renault,Duster,5,140000,Dealer,Diesel,Manual,19.87,1461,83.8,5,680000
13040,16554,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,23000,Dealer,Petrol,Automatic,10.93,3498,272.0,2,1996000
13041,16555,Maruti Swift,Maruti,Swift,3,25000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,645000
13042,16556,Maruti Vitara,Maruti,Vitara,2,31000,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
13043,16557,Hyundai i20,Hyundai,i20,11,70000,Individual,Petrol,Manual,17.0,1197,80.0,5,200000
13044,16558,Hyundai Verna,Hyundai,Verna,5,35000,Individual,Diesel,Manual,24.8,1396,88.7,5,655000
13045,16561,Hyundai Elantra,Hyundai,Elantra,6,50000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,850000
13046,16562,Tata Safari,Tata,Safari,9,72000,Dealer,Diesel,Manual,13.93,2179,138.1,7,450000
13047,16563,Hyundai Creta,Hyundai,Creta,4,70000,Individual,Diesel,Manual,21.38,1396,88.7,5,830000
13048,16565,Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
13049,16566,Jeep Compass,Jeep,Compass,4,43726,Dealer,Diesel,Manual,17.1,1956,173.0,5,1625000
13050,16568,Maruti Wagon R,Maruti,Wagon R,10,97319,Individual,Petrol,Manual,18.9,998,67.1,5,300000
13051,16569,Tata Safari,Tata,Safari,6,145000,Individual,Diesel,Manual,14.0,2179,138.1,7,550000
13052,16570,Mahindra Scorpio,Mahindra,Scorpio,6,48000,Dealer,Diesel,Manual,15.4,2179,120.0,8,850000
13053,16571,Skoda Octavia,Skoda,Octavia,3,29454,Dealer,Petrol,Automatic,15.1,1798,178.0,5,2195000
13054,16572,Hyundai i20,Hyundai,i20,3,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
13055,16573,Honda City,Honda,City,4,19000,Individual,Petrol,Manual,17.8,1497,117.3,5,850000
13056,16574,Maruti Alto,Maruti,Alto,6,49000,Dealer,Petrol,Manual,22.74,796,47.3,5,235000
13057,16575,Hyundai Verna,Hyundai,Verna,12,78666,Dealer,Diesel,Manual,22.32,1582,126.32,5,160000
13058,16576,Hyundai i10,Hyundai,i10,5,44633,Dealer,Petrol,Manual,19.81,1086,68.1,5,450000
13059,16577,Hyundai i20,Hyundai,i20,11,80000,Dealer,Petrol,Manual,18.6,1197,81.83,5,425000
13060,16578,Hyundai Grand,Hyundai,Grand,4,29945,Dealer,Petrol,Automatic,18.9,1197,81.86,5,625000
13061,16579,Hyundai Grand,Hyundai,Grand,8,31178,Dealer,Petrol,Automatic,18.9,1197,81.86,5,400000
13062,16580,Hyundai Creta,Hyundai,Creta,4,19543,Individual,Petrol,Manual,13.0,1591,121.3,5,1100000
13063,16581,Maruti Ciaz,Maruti,Ciaz,4,26000,Dealer,Petrol,Manual,20.73,1373,91.1,5,740000
13064,16582,Volkswagen Polo,Volkswagen,Polo,5,29000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,795000
13065,16583,Hyundai Verna,Hyundai,Verna,8,48000,Dealer,Petrol,Manual,17.01,1591,121.3,5,510000
13066,16584,Hyundai Creta,Hyundai,Creta,5,48000,Dealer,Petrol,Manual,15.8,1591,121.3,5,840000
13067,16586,Maruti Baleno,Maruti,Baleno,3,50000,Individual,Petrol,Automatic,21.4,1197,83.1,5,600000
13068,16587,Hyundai i10,Hyundai,i10,10,68000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
13069,16588,Ford Figo,Ford,Figo,5,27000,Dealer,Petrol,Automatic,17.01,1499,110.4,5,535000
13070,16591,Hyundai Verna,Hyundai,Verna,9,68000,Individual,Petrol,Manual,17.01,1591,121.3,5,410000
13071,16592,Toyota Innova,Toyota,Innova,5,61667,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1895000
13072,16593,Mahindra KUV100,Mahindra,KUV100,3,15000,Individual,Petrol,Manual,18.15,1198,82.0,5,470000
13073,16594,Maruti Celerio,Maruti,Celerio,5,18540,Dealer,Petrol,Automatic,23.1,998,67.04,5,429000
13074,16595,BMW 5,BMW,5,3,16000,Dealer,Diesel,Automatic,18.59,2993,261.49,5,5800000
13075,16596,Hyundai i20,Hyundai,i20,6,48000,Individual,Diesel,Manual,22.54,1396,88.73,5,635000
13076,16597,Toyota Innova,Toyota,Innova,4,36639,Dealer,Diesel,Automatic,13.68,2393,147.51,8,1650000
13077,16598,Skoda Superb,Skoda,Superb,12,98000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,350000
13078,16599,Maruti Swift,Maruti,Swift,3,18000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,835000
13079,16600,Maruti Alto,Maruti,Alto,5,143000,Individual,Petrol,Manual,22.74,796,47.3,5,170000
13080,16601,Mahindra KUV100,Mahindra,KUV100,3,40000,Individual,Diesel,Manual,25.32,1198,77.0,5,680000
13081,16602,Maruti Wagon R,Maruti,Wagon R,10,78562,Dealer,Petrol,Manual,18.9,998,67.1,5,260000
13082,16603,Honda City,Honda,City,6,54000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,795000
13083,16605,Maruti Alto,Maruti,Alto,8,80000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
13084,16606,Maruti Swift Dzire,Maruti,Swift Dzire,4,41000,Dealer,Diesel,Manual,26.59,1248,74.0,5,470000
13085,16607,Volkswagen Polo,Volkswagen,Polo,6,63000,Dealer,Diesel,Manual,20.14,1498,88.0,5,650000
13086,16608,Mini Cooper,Mini,Cooper,3,8000,Individual,Petrol,Automatic,17.33,1998,189.08,4,3200000
13087,16609,Maruti Ciaz,Maruti,Ciaz,4,44000,Dealer,Diesel,Manual,26.21,1248,88.5,5,815000
13088,16610,Maruti Alto,Maruti,Alto,9,65535,Dealer,Petrol,Manual,19.7,796,46.3,5,275000
13089,16612,Hyundai i20,Hyundai,i20,4,35000,Dealer,Diesel,Manual,22.54,1396,88.73,5,580000
13090,16613,Toyota Fortuner,Toyota,Fortuner,2,22600,Dealer,Diesel,Manual,14.24,2755,174.5,7,3300000
13091,16615,Tata Tiago,Tata,Tiago,4,50000,Individual,Petrol,Manual,23.84,1199,84.0,5,390000
13092,16616,Maruti Baleno,Maruti,Baleno,4,34676,Dealer,Petrol,Manual,21.4,1197,83.1,5,710000
13093,16617,Tata Safari,Tata,Safari,8,68192,Dealer,Diesel,Manual,14.1,2179,147.94,7,550000
13094,16618,Maruti Swift,Maruti,Swift,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5,435000
13095,16619,Ford Endeavour,Ford,Endeavour,4,40000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2850000
13096,16620,Skoda Rapid,Skoda,Rapid,7,50900,Dealer,Petrol,Manual,15.0,1598,103.5,5,400000
13097,16621,Maruti Wagon R,Maruti,Wagon R,8,48000,Dealer,Petrol,Manual,18.9,998,67.1,5,325000
13098,16624,Honda Amaze,Honda,Amaze,2,2200,Dealer,Petrol,Automatic,18.1,1199,88.7,5,790000
13099,16625,BMW 5,BMW,5,9,79000,Dealer,Diesel,Automatic,16.73,2495,218.0,5,1800000
13100,16626,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,126436,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1230000
13101,16627,Hyundai Santro,Hyundai,Santro,9,106346,Dealer,Petrol,Manual,17.92,1086,62.1,5,220000
13102,16628,Toyota Innova,Toyota,Innova,8,76000,Dealer,Diesel,Manual,12.99,2494,100.6,8,995000
13103,16629,Audi A4,Audi,A4,10,70000,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1099000
13104,16630,Hyundai i20,Hyundai,i20,9,73000,Dealer,Diesel,Manual,23.0,1396,90.0,5,395000
13105,16631,BMW 5,BMW,5,3,10002,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4000000
13106,16632,Maruti Swift,Maruti,Swift,3,28000,Dealer,Diesel,Manual,28.4,1248,74.0,5,800000
13107,16633,Maruti Celerio,Maruti,Celerio,3,21000,Individual,Petrol,Automatic,23.1,998,67.04,5,510000
13108,16635,Skoda Rapid,Skoda,Rapid,7,49000,Dealer,Diesel,Manual,20.5,1598,103.5,5,625000
13109,16636,Hyundai i20,Hyundai,i20,6,47000,Dealer,Petrol,Manual,18.5,1197,82.85,5,540000
13110,16637,Skoda Rapid,Skoda,Rapid,2,35000,Individual,Diesel,Automatic,21.72,1498,108.6,5,1000000
13111,16638,Tata Nexon,Tata,Nexon,3,43000,Dealer,Diesel,Manual,21.5,1497,108.5,5,895000
13112,16639,Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5,280000
13113,16640,BMW 6,BMW,6,3,24000,Dealer,Diesel,Automatic,17.09,2993,261.4,4,6000000
13114,16641,Toyota Innova,Toyota,Innova,4,110000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1600000
13115,16642,BMW 3,BMW,3,6,35000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,1545000
13116,16643,Toyota Innova,Toyota,Innova,7,78000,Dealer,Diesel,Manual,12.99,2494,100.6,7,965000
